customerid,orderdate,orderno,itemprice,orderitem,orderitemcate,ordernum,orderprice,,
V1247258,2019/9/13,20190913-122025,17200,lu12530,衣料,1,17200,,
L1986716,2021/3/28,20210328-122026,2464,oj11623,本,3,7392,,
O1803352,2019/10/21,20191021-122027,9800,wa12744,雑貨,1,9800,,
T1708659,2019/2/9,20190209-122028,2138,yr11510,本,1,2138,,
A1945396,2020/12/19,20201219-122029,20700,cl10061,家具,3,62100,,
T1316111,2021/4/28,20210428-122030,20200,kc10541,雑貨,1,20200,,
H1560627,2020/1/2,20200102-122031,18500,xm11578,家電,1,18500,,
Z1910783,2019/4/28,20190428-122032,13300,zk11308,家具,2,26600,,
E1928041,2019/10/22,20191022-122033,23200,us12746,家具,1,23200,,
Q1057498,2020/5/2,20200502-122034,25100,mq10094,家電,3,75300,,
E1674281,2020/10/1,20201001-122035,836,ay10607,本,3,2508,,
J1504647,2020/3/27,20200327-122036,8200,cg10585,食品,1,8200,,
A1175516,2021/9/11,20210911-122037,15400,na11883,雑貨,2,30800,,
Z1142478,2021/1/19,20210119-122038,10200,xf12692,雑貨,3,30600,,
M1630986,2020/2/24,20200224-122039,12000,qz10280,家具,1,12000,,
W1629546,2020/2/14,20200214-122040,17400,mp12957,衣料,3,52200,,
N1433114,2020/7/8,20200708-122041,11500,hm10397,雑貨,2,23000,,
I1429862,2019/6/6,20190606-122042,26400,oq10700,家具,1,26400,,
E1590528,2021/1/8,20210108-122043,12900,wb11123,食品,2,25800,,
Z1536295,2021/2/22,20210222-122044,23100,th10405,雑貨,2,46200,,
T1933074,2019/5/14,20190514-122045,14400,dh11889,衣料,3,43200,,
X1482571,2020/3/14,20200314-122046,21300,ns12174,食品,2,42600,,
L1708025,2019/7/24,20190724-122047,2500,lr12622,家電,3,7500,,
Q1495862,2021/10/12,20211012-122048,28600,lu11274,雑貨,1,28600,,
Q1485474,2021/9/24,20210924-122049,25900,pv10809,食品,2,51800,,
W1271285,2019/4/18,20190418-122050,28300,js12082,食品,2,56600,,
A1152217,2020/5/23,20200523-122051,20300,sj12467,雑貨,1,20300,,
I1277181,2020/1/15,20200115-122052,4500,ex10519,雑貨,1,4500,,
J1176986,2019/8/14,20190814-122053,19600,hd10172,食品,2,39200,,
D1551972,2019/6/4,20190604-122054,29000,fx11853,衣料,3,87000,,
S1034585,2019/4/8,20190408-122055,1357,yv11762,本,1,1357,,
G1354585,2019/9/24,20190924-122056,1242,wo10998,本,2,2484,,
U1796829,2020/7/25,20200725-122057,21400,bt10520,衣料,2,42800,,
K1996010,2020/8/7,20200807-122058,13700,ul12175,家電,1,13700,,
E1070230,2021/4/14,20210414-122059,24700,bi10612,衣料,3,74100,,
P1369544,2019/9/14,20190914-122060,25200,ie12293,家電,3,75600,,
Y1745992,2019/12/31,20191231-122061,13800,jz12579,食品,3,41400,,
F1901667,2021/2/6,20210206-122062,16700,tr10222,家電,2,33400,,
M1081177,2019/7/11,20190711-122063,13300,zl12473,家電,3,39900,,
U1367027,2019/12/8,20191208-122064,20300,ng10511,雑貨,1,20300,,
V1212577,2020/8/16,20200816-122065,1641,np10341,本,1,1641,,
K1114319,2019/9/21,20190921-122066,23200,au12635,家具,3,69600,,
S1964139,2020/11/22,20201122-122067,19800,en10551,衣料,3,59400,,
D1984613,2020/6/7,20200607-122068,25100,gy11707,家具,3,75300,,
T1021841,2020/10/18,20201018-122069,27900,on10343,家電,1,27900,,
J1271913,2019/8/11,20190811-122070,5000,xx11677,家電,3,15000,,
I1936626,2019/4/1,20190401-122071,25900,hu12538,家電,1,25900,,
M1835916,2019/10/29,20191029-122072,21000,fv10392,雑貨,1,21000,,
X1425064,2019/8/28,20190828-122073,889,xf11807,本,2,1778,,
Y1363257,2021/1/7,20210107-122074,12900,fq12074,雑貨,3,38700,,
X1209182,2019/4/3,20190403-122075,1600,qg10258,食品,1,1600,,
D1475040,2019/7/10,20190710-122076,20700,eq10044,衣料,1,20700,,
S1440623,2021/5/12,20210512-122077,28100,oa11052,食品,2,56200,,
W1809950,2019/2/21,20190221-122078,15800,pu11598,家具,2,31600,,
S1784762,2021/5/22,20210522-122079,20500,jp12788,家電,1,20500,,
A1791164,2020/12/9,20201209-122080,6100,sd10338,雑貨,2,12200,,
D1354992,2020/4/12,20200412-122081,23800,oo11815,雑貨,3,71400,,
V1081762,2019/3/23,20190323-122082,1516,og12313,本,2,3032,,
M1405940,2020/2/18,20200218-122083,3100,yb11380,家電,2,6200,,
T1828729,2020/8/19,20200819-122084,10200,xf12692,雑貨,3,30600,,
R1100113,2020/10/15,20201015-122085,26600,xp11417,雑貨,3,79800,,
T1660752,2020/8/4,20200804-122086,15400,qa11465,家電,2,30800,,
E1559393,2020/7/29,20200729-122087,19200,we10903,衣料,2,38400,,
M1885232,2019/5/13,20190513-122088,25100,rg11741,衣料,1,25100,,
N1818155,2020/10/16,20201016-122089,22800,im10210,家具,2,45600,,
F1052099,2020/7/4,20200704-122090,1193,qn10972,本,1,1193,,
O1741244,2020/2/14,20200214-122091,2268,fp11014,本,2,4536,,
Q1384894,2021/2/11,20210211-122092,10900,lp11630,家電,2,21800,,
D1207677,2020/2/6,20200206-122093,9700,lh11858,衣料,1,9700,,
F1326442,2020/7/24,20200724-122094,18900,kb10616,雑貨,2,37800,,
K1064556,2021/10/18,20211018-122095,9600,gc12332,食品,1,9600,,
F1151197,2021/9/10,20210910-122096,20400,jg12300,家電,2,40800,,
K1183799,2019/6/25,20190625-122097,1931,iu11857,本,2,3862,,
Q1152759,2021/1/8,20210108-122098,1859,gt11217,本,1,1859,,
E1244948,2020/3/19,20200319-122099,21900,ei12506,雑貨,2,43800,,
V1217239,2020/6/27,20200627-122100,26000,im12801,衣料,3,78000,,
A1222244,2021/4/27,20210427-122101,26500,mm10781,衣料,3,79500,,
W1659281,2020/11/28,20201128-122102,4700,zj12157,家電,2,9400,,
C1857730,2020/12/28,20201228-122103,23400,zg12900,食品,3,70200,,
B1870458,2021/8/19,20210819-122104,5500,ib12911,家具,1,5500,,
A1552371,2021/2/10,20210210-122105,17900,bb10850,衣料,3,53700,,
O1480412,2021/7/23,20210723-122106,24400,ac11860,家電,2,48800,,
B1030156,2021/2/7,20210207-122107,12500,ko11197,衣料,2,25000,,
Q1098255,2020/4/5,20200405-122108,29000,bi12674,家電,1,29000,,
Q1047780,2020/1/22,20200122-122109,9700,au10496,家電,2,19400,,
F1288565,2020/1/8,20200108-122110,27000,qj11821,家具,1,27000,,
K1159186,2019/11/17,20191117-122111,14600,ro11109,衣料,3,43800,,
Z1892438,2020/6/7,20200607-122112,1736,ff11802,本,2,3472,,
W1277443,2021/10/23,20211023-122113,2300,py11265,家電,1,2300,,
J1278176,2021/6/7,20210607-122114,10000,hl10704,食品,1,10000,,
R1275776,2019/7/18,20190718-122115,2253,ze10702,本,1,2253,,
G1760429,2019/2/8,20190208-122116,14600,sy12924,雑貨,1,14600,,
E1328253,2021/3/23,20210323-122117,19600,xv11089,家具,1,19600,,
Q1061034,2020/7/28,20200728-122118,22300,bk12952,家電,3,66900,,
N1068674,2019/7/4,20190704-122119,1166,qu12961,本,3,3498,,
L1730575,2021/7/24,20210724-122120,19800,sa12338,衣料,2,39600,,
J1905733,2021/10/14,20211014-122121,1564,jl10124,本,3,4692,,
I1937064,2020/9/8,20200908-122122,657,nm10286,本,2,1314,,
K1626642,2021/2/3,20210203-122123,3500,vj12295,食品,2,7000,,
B1640565,2020/2/28,20200228-122124,26400,ly11486,雑貨,1,26400,,
Q1089079,2019/2/19,20190219-122125,2371,oo10319,本,1,2371,,
C1256411,2020/3/16,20200316-122126,17600,td10184,衣料,1,17600,,
F1313895,2019/9/17,20190917-122127,1600,tl12730,本,3,4800,,
J1140891,2020/3/15,20200315-122128,19800,en10551,衣料,2,39600,,
R1676578,2020/12/24,20201224-122129,17300,ig10014,雑貨,2,34600,,
O1900195,2021/3/12,20210312-122130,1606,jg11839,本,1,1606,,
W1175268,2020/5/8,20200508-122131,12100,bd10995,家具,1,12100,,
P1999434,2020/6/2,20200602-122132,16700,lk11026,家電,3,50100,,
V1904064,2019/11/21,20191121-122133,1058,bk12624,本,3,3174,,
K1630498,2020/9/30,20200930-122134,10000,hl10704,食品,1,10000,,
X1276985,2021/7/23,20210723-122135,27700,ob11620,食品,2,55400,,
M1708844,2019/11/18,20191118-122136,12200,lb11482,家具,1,12200,,
J1066884,2021/10/11,20211011-122137,24800,cb11654,衣料,2,49600,,
E1034870,2019/8/23,20190823-122138,24600,rh12216,衣料,3,73800,,
C1878264,2019/12/22,20191222-122139,15600,jx11826,家電,1,15600,,
C1275266,2020/3/25,20200325-122140,10600,ma11636,家具,2,21200,,
B1111863,2021/1/3,20210103-122141,29600,ma11342,雑貨,2,59200,,
X1569636,2021/7/3,20210703-122142,1193,qn10972,本,1,1193,,
H1767656,2019/8/26,20190826-122143,1600,rw10339,家電,2,3200,,
Q1428918,2019/12/18,20191218-122144,12900,jh11675,衣料,2,25800,,
Q1310986,2019/4/17,20190417-122145,1166,kk11386,本,1,1166,,
C1670153,2021/1/18,20210118-122146,27700,ya11484,家電,3,83100,,
J1859317,2020/6/12,20200612-122147,15900,np10406,食品,2,31800,,
N1942524,2019/9/23,20190923-122148,22100,pz10159,家電,1,22100,,
E1704183,2020/7/11,20200711-122149,18600,bb11865,家電,3,55800,,
I1980120,2019/3/13,20190313-122150,26100,ip11412,衣料,1,26100,,
S1923265,2019/2/12,20190212-122151,20400,mk12844,雑貨,1,20400,,
Z1472657,2020/6/6,20200606-122152,18000,cm11955,雑貨,1,18000,,
H1574023,2021/2/21,20210221-122153,25900,yp12484,家電,2,51800,,
S1016258,2021/1/22,20210122-122154,4500,ua11235,雑貨,1,4500,,
D1241474,2019/5/30,20190530-122155,5000,xx11677,家電,3,15000,,
V1002533,2021/7/4,20210704-122156,24100,yk12564,雑貨,1,24100,,
P1179361,2021/3/8,20210308-122157,27000,ta11160,衣料,3,81000,,
Z1849726,2020/5/3,20200503-122158,16500,vd11659,雑貨,3,49500,,
M1429487,2021/1/10,20210110-122159,9400,fz10128,食品,1,9400,,
S1732479,2019/8/2,20190802-122160,1200,mu10984,家具,3,3600,,
X1012169,2021/10/26,20211026-122161,26100,eq11696,家具,1,26100,,
U1843320,2021/5/17,20210517-122162,27800,mk11322,雑貨,2,55600,,
P1092987,2021/8/20,20210820-122163,1340,hd12249,本,2,2680,,
Y1117012,2020/8/2,20200802-122164,16000,ou10542,食品,1,16000,,
N1373271,2020/9/24,20200924-122165,20500,qw12176,家具,2,41000,,
D1452393,2019/12/17,20191217-122166,10700,ky12452,家具,1,10700,,
D1944422,2019/5/8,20190508-122167,2490,nt12562,本,1,2490,,
J1638277,2021/7/18,20210718-122168,1400,er12022,家電,1,1400,,
I1769824,2020/7/11,20200711-122169,21500,fy10573,雑貨,2,43000,,
Q1645610,2019/7/3,20190703-122170,18000,sa10042,家電,2,36000,,
M1511586,2019/6/11,20190611-122171,26200,oo11419,家具,2,52400,,
J1966032,2020/11/15,20201115-122172,21700,ol12978,家具,1,21700,,
K1305556,2019/4/30,20190430-122173,10000,yy11462,食品,1,10000,,
B1627928,2020/7/31,20200731-122174,23700,lp12719,雑貨,2,47400,,
Q1429383,2019/7/30,20190730-122175,7200,ua10918,食品,3,21600,,
N1620219,2020/8/26,20200826-122176,17000,xg12782,雑貨,1,17000,,
B1812714,2020/11/17,20201117-122177,21400,pd10013,衣料,2,42800,,
I1943755,2019/9/18,20190918-122178,7200,to11951,家電,2,14400,,
U1452259,2020/2/18,20200218-122179,3100,zk11900,衣料,3,9300,,
Z1194751,2020/6/9,20200609-122180,7900,ty12767,食品,3,23700,,
L1056419,2020/5/28,20200528-122181,10500,ff12414,衣料,1,10500,,
A1069424,2020/4/9,20200409-122182,23100,kz11414,食品,2,46200,,
V1229484,2019/8/4,20190804-122183,15200,wo10384,雑貨,2,30400,,
G1255010,2019/8/26,20190826-122184,5700,ug12328,食品,3,17100,,
J1928282,2019/12/11,20191211-122185,13200,ye10826,家電,2,26400,,
I1194028,2020/5/29,20200529-122186,14200,em12291,雑貨,2,28400,,
J1190785,2019/11/16,20191116-122187,15000,sk12759,家具,2,30000,,
K1994399,2021/9/3,20210903-122188,28100,rl12996,食品,3,84300,,
L1915472,2021/8/3,20210803-122189,7800,lb11642,雑貨,1,7800,,
K1507036,2020/11/28,20201128-122190,14500,uv10790,食品,3,43500,,
B1648627,2019/8/12,20190812-122191,11800,db11765,家具,3,35400,,
B1640565,2019/3/10,20190310-122192,8300,ue11715,食品,1,8300,,
I1400354,2019/6/14,20190614-122193,25900,iz12882,衣料,3,77700,,
Y1066779,2021/8/13,20210813-122194,15000,qr10921,衣料,2,30000,,
T1663921,2020/7/24,20200724-122195,8000,ku11948,衣料,3,24000,,
I1200726,2019/4/28,20190428-122196,17600,td10184,衣料,3,52800,,
H1286035,2021/10/11,20211011-122197,1393,zs12343,本,2,2786,,
M1356535,2019/6/16,20190616-122198,7000,mt11744,食品,2,14000,,
U1735027,2019/10/15,20191015-122199,12600,au12382,衣料,3,37800,,
S1549818,2020/1/29,20200129-122200,23700,jo11738,食品,3,71100,,
P1538813,2021/4/15,20210415-122201,20500,co12423,雑貨,2,41000,,
T1767069,2019/6/5,20190605-122202,27400,op11569,衣料,1,27400,,
D1011361,2020/4/4,20200404-122203,723,rp10082,本,1,723,,
G1735740,2019/3/27,20190327-122204,19600,ap12346,家電,1,19600,,
I1796385,2020/5/22,20200522-122205,7600,fz10561,家電,1,7600,,
Q1889858,2020/5/14,20200514-122206,2098,ku12189,本,2,4196,,
C1624198,2020/9/5,20200905-122207,4600,wi10669,家電,3,13800,,
J1933887,2020/5/12,20200512-122208,5000,ba12395,食品,1,5000,,
K1383923,2021/7/29,20210729-122209,15700,mp10928,食品,3,47100,,
C1731537,2019/12/1,20191201-122210,3300,ky12641,家具,1,3300,,
V1528188,2021/1/29,20210129-122211,13600,rt12103,家具,3,40800,,
I1304860,2020/2/25,20200225-122212,14700,mq10886,食品,1,14700,,
M1426054,2019/8/24,20190824-122213,1300,sc10310,雑貨,1,1300,,
I1687116,2019/10/19,20191019-122214,938,ax11017,本,3,2814,,
I1369343,2020/10/30,20201030-122215,12600,dt12664,衣料,2,25200,,
L1530116,2020/12/13,20201213-122216,29400,zz12947,食品,2,58800,,
E1119287,2021/5/8,20210508-122217,2800,yf11812,衣料,3,8400,,
J1066884,2021/9/18,20210918-122218,20300,sj12467,雑貨,1,20300,,
Y1633333,2020/10/21,20201021-122219,5600,xk12540,食品,1,5600,,
J1992771,2020/5/3,20200503-122220,11400,vv11850,食品,1,11400,,
B1018724,2021/3/19,20210319-122221,15200,iu10345,雑貨,1,15200,,
Z1784017,2020/10/27,20201027-122222,2464,oj11623,本,3,7392,,
A1417291,2020/10/22,20201022-122223,12300,kx12213,衣料,3,36900,,
I1445618,2020/11/6,20201106-122224,28300,kr10890,食品,2,56600,,
B1032680,2019/11/13,20191113-122225,13900,pa11311,食品,2,27800,,
H1090349,2020/6/21,20200621-122226,16100,jd10163,家電,3,48300,,
F1178824,2021/10/14,20211014-122227,4900,dc10458,家電,3,14700,,
Q1786246,2019/12/2,20191202-122228,954,ai10327,本,3,2862,,
Q1770159,2019/2/24,20190224-122229,29000,th12813,食品,3,87000,,
F1005477,2020/10/20,20201020-122230,16900,tn10671,食品,1,16900,,
E1296750,2021/10/29,20211029-122231,24800,cb11654,衣料,1,24800,,
S1760555,2019/5/16,20190516-122232,28700,jr12305,家具,1,28700,,
P1269078,2020/9/25,20200925-122233,4500,vx11416,雑貨,1,4500,,
K1635236,2020/11/16,20201116-122234,19500,nf11463,家電,1,19500,,
S1479660,2020/1/20,20200120-122235,5000,ba12395,食品,1,5000,,
I1814174,2019/9/2,20190902-122236,15100,ha12814,雑貨,1,15100,,
Y1193268,2020/7/8,20200708-122237,3600,uw11592,衣料,1,3600,,
S1352455,2019/5/1,20190501-122238,7400,ri11879,家具,1,7400,,
L1356661,2019/7/2,20190702-122239,7800,vc10824,雑貨,1,7800,,
K1871065,2019/4/20,20190420-122240,1500,wj10842,衣料,1,1500,,
O1690530,2021/7/28,20210728-122241,23300,pw12704,衣料,2,46600,,
C1115019,2020/5/8,20200508-122242,2400,il11001,食品,2,4800,,
U1946056,2020/6/6,20200606-122243,1413,li12471,本,3,4239,,
L1948495,2020/9/19,20200919-122244,24200,je12736,家電,1,24200,,
D1643493,2020/5/27,20200527-122245,785,na12863,本,1,785,,
O1817354,2021/5/12,20210512-122246,799,bb11621,本,2,1598,,
K1690471,2019/9/14,20190914-122247,29700,xq10783,食品,3,89100,,
Z1969583,2019/6/17,20190617-122248,1066,bn12054,本,1,1066,,
V1023913,2019/8/15,20190815-122249,7300,fe12982,家具,3,21900,,
T1062068,2021/2/13,20210213-122250,844,pc10955,本,2,1688,,
U1017145,2021/4/27,20210427-122251,9000,xz12255,食品,3,27000,,
G1075315,2021/5/25,20210525-122252,23800,oo11815,雑貨,3,71400,,
O1280894,2021/6/8,20210608-122253,22100,gd12544,食品,2,44200,,
Y1488269,2019/10/11,20191011-122254,2400,qm12662,雑貨,1,2400,,
Y1598259,2019/10/2,20191002-122255,28700,vb11797,家具,3,86100,,
K1587722,2019/2/22,20190222-122256,28000,be12802,雑貨,2,56000,,
C1847193,2019/5/2,20190502-122257,4600,vh10141,家具,3,13800,,
T1874714,2019/12/18,20191218-122258,18800,yy11984,家電,2,37600,,
K1381352,2020/7/20,20200720-122259,26700,tx10174,雑貨,2,53400,,
M1455918,2020/1/29,20200129-122260,1053,gp10658,本,3,3159,,
C1593894,2021/1/17,20210117-122261,8300,on11147,雑貨,1,8300,,
I1749381,2021/9/19,20210919-122262,21700,sg12706,食品,1,21700,,
D1657673,2019/3/16,20190316-122263,13400,jr11204,雑貨,2,26800,,
I1819229,2020/4/9,20200409-122264,2056,yj12720,本,2,4112,,
T1859555,2019/4/10,20190410-122265,10500,ff12414,衣料,3,31500,,
J1539788,2019/9/27,20190927-122266,3800,mh12633,衣料,2,7600,,
N1471859,2020/12/12,20201212-122267,4900,dc10458,家電,1,4900,,
F1208478,2019/9/6,20190906-122268,14600,uc11446,雑貨,3,43800,,
P1244568,2019/10/7,20191007-122269,17900,rd10523,衣料,3,53700,,
W1401530,2021/6/14,20210614-122270,6500,bp10255,雑貨,3,19500,,
T1653288,2021/11/2,20211102-122271,17300,rj12514,家具,2,34600,,
Z1845176,2020/5/18,20200518-122272,28700,lw11511,雑貨,1,28700,,
Y1654353,2020/7/3,20200703-122273,14400,it10479,衣料,1,14400,,
X1567552,2020/11/26,20201126-122274,15500,bm12056,雑貨,1,15500,,
M1753188,2019/12/31,20191231-122275,15300,rj12568,家電,3,45900,,
A1537236,2020/12/25,20201225-122276,1586,ap10093,本,1,1586,,
N1044829,2019/12/27,20191227-122277,5100,jl10292,雑貨,3,15300,,
Z1099897,2021/10/24,20211024-122278,18400,hk12997,雑貨,1,18400,,
F1676372,2020/1/23,20200123-122279,28000,xf10693,衣料,1,28000,,
R1601161,2019/3/24,20190324-122280,9300,nt10300,衣料,3,27900,,
P1041766,2021/10/11,20211011-122281,3300,qp11376,家電,2,6600,,
J1269190,2020/9/2,20200902-122282,956,ps10936,本,3,2868,,
J1845454,2021/4/18,20210418-122283,20900,wm12930,雑貨,1,20900,,
E1948010,2019/12/7,20191207-122284,18400,px12965,家電,3,55200,,
B1810460,2019/4/11,20190411-122285,1018,xy10230,本,2,2036,,
T1435824,2020/3/24,20200324-122286,1413,li12471,本,3,4239,,
H1160526,2020/2/17,20200217-122287,7200,mc12268,衣料,2,14400,,
Z1693958,2020/6/29,20200629-122288,10200,fx10109,家電,3,30600,,
H1160526,2021/4/20,20210420-122289,1641,np10341,本,3,4923,,
D1305081,2020/9/9,20200909-122290,17300,cr10569,家具,3,51900,,
P1742448,2021/2/3,20210203-122291,1484,gq11868,本,2,2968,,
A1768837,2020/9/28,20200928-122292,28600,lu11274,雑貨,1,28600,,
X1743639,2020/3/7,20200307-122293,8500,bk10100,家具,3,25500,,
C1365731,2020/1/23,20200123-122294,18600,lx11406,衣料,1,18600,,
S1233679,2020/10/2,20201002-122295,24300,ts10358,家電,2,48600,,
V1468325,2020/7/28,20200728-122296,20000,nh12711,家具,2,40000,,
C1683810,2019/7/10,20190710-122297,11800,sy11748,家具,1,11800,,
Q1028964,2021/8/8,20210808-122298,14500,me11515,家具,3,43500,,
D1668461,2019/3/28,20190328-122299,2110,qu12281,本,3,6330,,
P1086342,2019/7/28,20190728-122300,2300,py11265,家電,3,6900,,
D1547367,2019/12/9,20191209-122301,17000,ft11682,雑貨,3,51000,,
P1028129,2019/11/14,20191114-122302,11400,kf10412,食品,2,22800,,
N1519584,2021/7/30,20210730-122303,26800,re11681,衣料,1,26800,,
A1549654,2020/10/17,20201017-122304,28900,bb10919,家電,2,57800,,
L1136896,2021/10/7,20211007-122305,12900,pq12193,家電,2,25800,,
W1697285,2020/1/14,20200114-122306,11800,ah10916,家具,1,11800,,
O1171989,2019/9/7,20190907-122307,2103,ta12603,本,3,6309,,
B1495035,2020/11/19,20201119-122308,1771,yo11585,本,2,3542,,
Z1879633,2021/8/23,20210823-122309,10600,ie10655,食品,2,21200,,
H1310428,2020/8/6,20200806-122310,13300,nr11034,家具,2,26600,,
M1422553,2019/5/5,20190505-122311,13700,rp10776,食品,1,13700,,
V1529742,2020/10/20,20201020-122312,22900,dm12292,衣料,3,68700,,
S1322191,2020/12/3,20201203-122313,2295,er11939,本,1,2295,,
L1622786,2021/2/9,20210209-122314,1277,ks10449,本,2,2554,,
H1898032,2019/3/22,20190322-122315,11300,jq12888,雑貨,2,22600,,
W1618277,2021/6/16,20210616-122316,22600,lc10469,衣料,3,67800,,
S1313589,2019/10/11,20191011-122317,19800,en10551,衣料,1,19800,,
V1149980,2019/8/5,20190805-122318,12100,cc10678,雑貨,3,36300,,
G1843167,2021/1/1,20210101-122319,10800,rr11310,食品,1,10800,,
I1220956,2020/8/22,20200822-122320,17400,jb12647,食品,2,34800,,
K1869633,2019/4/8,20190408-122321,19100,ux10970,家電,1,19100,,
A1755387,2019/9/5,20190905-122322,18900,gq12658,衣料,1,18900,,
M1608086,2019/5/4,20190504-122323,22300,gs12090,食品,3,66900,,
B1453362,2019/4/24,20190424-122324,15600,au11546,家電,1,15600,,
U1689930,2021/8/29,20210829-122325,1931,iu11857,本,2,3862,,
Z1120096,2020/8/9,20200809-122326,16100,jd10163,家電,3,48300,,
I1309754,2019/6/3,20190603-122327,24600,cm10978,衣料,2,49200,,
J1583722,2021/4/19,20210419-122328,20700,po12994,家電,1,20700,,
H1715395,2020/2/14,20200214-122329,9400,wp12550,家具,2,18800,,
I1076286,2021/6/5,20210605-122330,5700,zj12393,家電,1,5700,,
C1651396,2021/6/17,20210617-122331,15900,lj10166,家電,3,47700,,
B1906212,2021/3/31,20210331-122332,21500,dh12451,衣料,2,43000,,
M1930877,2021/3/25,20210325-122333,20600,dp11944,家電,1,20600,,
Y1801715,2019/10/2,20191002-122334,12900,pq12193,家電,1,12900,,
F1236734,2021/5/25,20210525-122335,19600,zi10659,家電,3,58800,,
M1821069,2020/1/4,20200104-122336,17800,th10605,食品,1,17800,,
I1544920,2019/2/22,20190222-122337,1400,cq12210,食品,1,1400,,
Q1479337,2021/9/13,20210913-122338,3300,ky12641,家具,3,9900,,
W1874443,2019/10/10,20191010-122339,24000,df11336,家電,2,48000,,
K1375164,2020/12/23,20201223-122340,3100,ls10432,家具,2,6200,,
A1501073,2020/8/3,20200803-122341,4400,lo12197,家電,1,4400,,
O1221922,2019/4/19,20190419-122342,7100,tw12595,家電,1,7100,,
V1410411,2020/9/26,20200926-122343,16900,iz11974,衣料,2,33800,,
I1565958,2021/6/10,20210610-122344,23600,no10472,家電,2,47200,,
D1373453,2020/2/8,20200208-122345,607,qy10768,本,1,607,,
E1193918,2020/1/9,20200109-122346,27700,wf11024,家具,3,83100,,
K1748694,2020/8/12,20200812-122347,864,kc10121,本,2,1728,,
P1775167,2019/6/27,20190627-122348,716,yb12905,本,2,1432,,
B1473056,2019/5/4,20190504-122349,20600,si11239,雑貨,1,20600,,
N1216627,2020/2/18,20200218-122350,19100,yj11838,家電,2,38200,,
E1704183,2021/9/2,20210902-122351,3200,wf10068,雑貨,1,3200,,
K1554522,2020/6/22,20200622-122352,1932,hk12317,本,2,3864,,
B1548639,2019/4/30,20190430-122353,22900,ae12128,衣料,2,45800,,
X1441462,2019/4/29,20190429-122354,19200,zw10287,衣料,1,19200,,
M1770329,2021/5/26,20210526-122355,20100,lb11221,家具,3,60300,,
P1319465,2020/10/4,20201004-122356,17700,bl10466,家具,3,53100,,
L1596931,2019/5/7,20190507-122357,635,ci11460,本,2,1270,,
C1599148,2020/4/16,20200416-122358,2500,zp11227,衣料,3,7500,,
A1914588,2020/11/24,20201124-122359,751,fa12240,本,2,1502,,
R1166145,2019/6/22,20190622-122360,4500,mi10492,衣料,1,4500,,
U1361030,2020/1/24,20200124-122361,10400,sp12991,雑貨,1,10400,,
K1314018,2019/11/2,20191102-122362,2057,sc11413,本,2,4114,,
C1634739,2019/11/15,20191115-122363,13800,zr11591,衣料,3,41400,,
F1323859,2020/3/10,20200310-122364,1728,iy11030,本,3,5184,,
W1213496,2020/12/9,20201209-122365,13600,yq11680,雑貨,2,27200,,
R1632253,2020/5/22,20200522-122366,2376,rj11663,本,2,4752,,
B1861642,2021/10/15,20211015-122367,2371,oo10319,本,2,4742,,
R1834810,2020/11/8,20201108-122368,1274,pg11925,本,1,1274,,
U1157579,2019/6/1,20190601-122369,1500,bd12578,衣料,2,3000,,
Q1164098,2020/8/30,20200830-122370,6700,hw10461,食品,2,13400,,
D1679367,2020/6/1,20200601-122371,15800,um12190,食品,2,31600,,
I1276532,2019/5/23,20190523-122372,23200,up10722,家電,2,46400,,
B1455543,2020/2/25,20200225-122373,27400,qe10183,雑貨,2,54800,,
J1059298,2020/10/9,20201009-122374,29300,pg11183,雑貨,1,29300,,
Z1767190,2021/6/7,20210607-122375,9500,do12047,食品,3,28500,,
Y1921643,2020/6/8,20200608-122376,5500,eu10208,家具,1,5500,,
F1003873,2020/1/13,20200113-122377,14300,wk10199,食品,2,28600,,
W1576994,2021/7/4,20210704-122378,18900,qy11503,家電,2,37800,,
R1632253,2020/8/21,20200821-122379,27700,lv12879,衣料,2,55400,,
G1698693,2019/6/12,20190612-122380,11300,jq12888,雑貨,1,11300,,
Q1931187,2019/4/6,20190406-122381,20800,yj10089,衣料,1,20800,,
I1334529,2021/10/8,20211008-122382,20600,cp10592,家具,2,41200,,
L1210670,2021/9/23,20210923-122383,26300,xp12394,食品,3,78900,,
C1516755,2020/1/6,20200106-122384,22800,yb12873,家電,2,45600,,
I1475263,2020/7/23,20200723-122385,19800,yw12637,家電,3,59400,,
W1233527,2021/5/2,20210502-122386,2600,ss12096,衣料,2,5200,,
I1241961,2019/12/18,20191218-122387,1700,mm11118,雑貨,3,5100,,
D1968872,2020/3/19,20200319-122388,18700,st12523,家電,2,37400,,
F1104036,2021/4/13,20210413-122389,2467,em10035,本,2,4934,,
C1916570,2019/6/6,20190606-122390,11800,fi11885,雑貨,1,11800,,
E1697644,2020/12/5,20201205-122391,12600,mz11669,家電,2,25200,,
H1088474,2019/7/24,20190724-122392,27100,lj11165,家具,1,27100,,
P1192316,2020/3/21,20200321-122393,9600,bk10821,家具,1,9600,,
Z1622177,2020/3/15,20200315-122394,3200,ji10481,雑貨,3,9600,,
F1313895,2020/10/6,20201006-122395,18900,qr10837,食品,1,18900,,
U1517753,2020/6/27,20200627-122396,24700,qf12817,衣料,2,49400,,
Y1792168,2019/11/3,20191103-122397,12300,ao10564,雑貨,2,24600,,
